Serial Number:,,X001, pH Calibration (LOW):,,745, pH Calibration (HIGH):,,245,
1510,2015-06-20T04:40:50+0100,39.1,358,6.32,441,,,,
1511,2015-06-20T04:55:50+0100,39.4,362,6.3,441,,,,
1512,2015-06-20T05:10:50+0100,39.1,364,6.29,441,,,,
1513,2015-06-20T05:25:50+0100,39.4,366,6.27,441,,,,
1514,2015-06-20T05:40:50+0100,39.1,367,6.27,441,,,,
1515,2015-06-20T05:55:50+0100,39.4,364,6.29,441,,,,
1516,2015-06-20T06:10:50+0100,39.4,352,6.36,441,,,,
1517,2015-06-20T06:25:50+0100,39.4,356,6.33,441,,,,
1518,2015-06-20T06:40:50+0100,39.4,316,6.57,441,,,,
1519,2015-06-20T06:55:50+0100,39.4,315,6.58,441,,,,
1520,2015-06-20T07:10:50+0100,39.4,311,6.6,441,,,,
1521,2015-06-20T07:25:50+0100,39.4,305,6.64,441,,,,
1522,2015-06-20T07:40:50+0100,39.4,301,6.66,441,,,,
1523,2015-06-20T07:55:50+0100,39.4,321,6.54,441,,,,
1524,2015-06-20T08:10:50+0100,39.4,339,6.44,441,,,,
1525,2015-06-20T08:25:50+0100,39.4,332,6.48,441,,,,
1526,2015-06-20T08:40:50+0100,39.1,321,6.54,441,,,,
1527,2015-06-20T08:55:50+0100,39.1,315,6.58,441,,,,
1528,2015-06-20T09:10:50+0100,39.4,334,6.47,441,,,,
1529,2015-06-20T09:25:50+0100,39.4,331,6.48,441,,,,
1530,2015-06-20T09:40:50+0100,39.4,328,6.5,441,,,,
1531,2015-06-20T09:55:50+0100,39.4,330,6.49,441,,,,
1532,2015-06-20T10:10:50+0100,39.4,328,6.5,441,,,,
1533,2015-06-20T10:25:50+0100,39.4,327,6.51,441,,,,
1534,2015-06-20T10:40:50+0100,39.4,319,6.56,441,,,,
1535,2015-06-20T10:55:50+0100,39.4,312,6.6,441,,,,
1536,2015-06-20T11:10:50+0100,36.3,314,6.59,441,,,,
1537,2015-06-20T11:25:50+0100,38.1,310,6.61,441,,,,
1538,2015-06-20T11:40:50+0100,38.6,315,6.58,441,,,,
1539,2015-06-20T11:55:50+0100,38.8,322,6.54,441,,,,
1540,2015-06-20T12:10:50+0100,36.8,310,6.61,441,,,,
1541,2015-06-20T12:25:50+0100,38.1,317,6.57,441,,,,
1542,2015-06-20T12:40:50+0100,38.3,324,6.53,441,,,,
1543,2015-06-20T12:55:50+0100,38.6,310,6.61,441,,,,
1544,2015-06-20T13:10:50+0100,38.8,301,6.66,441,,,,
1545,2015-06-20T13:25:50+0100,38.8,299,6.68,441,,,,
1546,2015-06-20T13:40:50+0100,38.8,308,6.62,441,,,,
1547,2015-06-20T13:55:50+0100,38.8,326,6.51,441,,,,
1548,2015-06-20T14:10:50+0100,38.8,325,6.52,441,,,,
1549,2015-06-20T14:25:50+0100,39.1,321,6.54,441,,,,
1550,2015-06-20T14:40:50+0100,39.1,316,6.57,441,,,,
1551,2015-06-20T14:55:50+0100,39.1,322,6.54,441,,,,
1552,2015-06-20T15:10:50+0100,39.1,315,6.58,441,,,,
1553,2015-06-20T15:25:50+0100,39.1,325,6.52,441,,,,
1554,2015-06-20T15:40:50+0100,39.1,330,6.49,441,,,,
1555,2015-06-20T15:55:50+0100,39.1,331,6.48,441,,,,
1556,2015-06-20T16:10:50+0100,39.1,330,6.49,441,,,,
1557,2015-06-20T16:25:50+0100,39.1,330,6.49,441,,,,
1558,2015-06-20T16:40:50+0100,39.1,326,6.51,441,,,,
1559,2015-06-20T16:55:50+0100,39.1,316,6.57,441,,,,
1560,2015-06-20T17:10:50+0100,39.1,315,6.58,441,,,,
1561,2015-06-20T17:25:50+0100,39.1,309,6.62,441,,,,
1562,2015-06-20T17:40:50+0100,39.1,312,6.6,441,,,,
1563,2015-06-20T17:55:50+0100,39.1,316,6.57,441,,,,
1564,2015-06-20T18:10:50+0100,39.4,313,6.59,441,,,,
1565,2015-06-20T18:25:50+0100,39.4,323,6.53,441,,,,
1566,2015-06-20T18:40:50+0100,39.4,324,6.53,441,,,,
1567,2015-06-20T18:55:50+0100,39.4,314,6.59,441,,,,
1568,2015-06-20T19:10:50+0100,39.4,308,6.62,441,,,,
1569,2015-06-20T19:25:50+0100,39.4,318,6.56,441,,,,
1570,2015-06-20T19:40:50+0100,39.4,322,6.54,441,,,,
1571,2015-06-20T19:55:50+0100,36.5,336,6.45,441,,,,
1572,2015-06-20T20:10:50+0100,38.1,325,6.52,441,,,,
1573,2015-06-20T20:25:50+0100,38.6,333,6.47,441,,,,
1574,2015-06-20T20:40:50+0100,38.8,333,6.47,441,,,,
1575,2015-06-20T20:55:50+0100,39.1,328,6.5,441,,,,
1576,2015-06-20T21:10:50+0100,39.1,306,6.63,441,,,,
1577,2015-06-20T21:25:50+0100,39.4,322,6.54,441,,,,
1578,2015-06-20T21:40:50+0100,38.3,330,6.49,441,,,,
1579,2015-06-20T21:55:50+0100,37.5,342,6.42,441,,,,
1580,2015-06-20T22:10:50+0100,38.3,337,6.45,441,,,,
1581,2015-06-20T22:25:50+0100,38.6,339,6.44,441,,,,
1582,2015-06-20T22:40:50+0100,38.8,341,6.42,441,,,,
1583,2015-06-20T22:55:50+0100,39.1,331,6.48,441,,,,
1584,2015-06-20T23:10:50+0100,39.1,313,6.59,441,,,,
1585,2015-06-20T23:25:50+0100,39.4,340,6.43,441,,,,
1586,2015-06-20T23:40:50+0100,39.4,345,6.4,441,,,,
1587,2015-06-20T23:55:50+0100,39.1,347,6.39,441,,,,
1588,2015-06-21T00:10:50+0100,38.1,346,6.39,441,,,,
1589,2015-06-21T00:25:50+0100,38.8,346,6.39,441,,,,
1590,2015-06-21T00:40:50+0100,39.1,339,6.44,441,,,,
1591,2015-06-21T00:55:50+0100,39.1,328,6.5,441,,,,
1592,2015-06-21T01:10:50+0100,39.1,314,6.59,441,,,,
1593,2015-06-21T01:25:50+0100,39.1,320,6.55,441,,,,
1594,2015-06-21T01:40:50+0100,39.4,331,6.48,441,,,,
1595,2015-06-21T01:55:50+0100,39.1,332,6.48,441,,,,
1596,2015-06-21T02:10:50+0100,39.4,330,6.49,441,,,,
1597,2015-06-21T02:25:50+0100,39.4,329,6.5,441,,,,
1598,2015-06-21T02:40:50+0100,39.4,332,6.48,441,,,,
1599,2015-06-21T02:55:50+0100,39.4,336,6.45,441,,,,
1600,2015-06-21T03:10:50+0100,39.4,339,6.44,441,,,,
1601,2015-06-21T03:25:50+0100,39.4,335,6.46,441,,,,
1602,2015-06-21T03:40:50+0100,39.4,339,6.44,441,,,,
1603,2015-06-21T03:55:50+0100,39.4,337,6.45,441,,,,
1604,2015-06-21T04:10:50+0100,39.4,320,6.55,441,,,,
1605,2015-06-21T04:25:50+0100,39.4,311,6.6,441,,,,
1606,2015-06-21T04:40:50+0100,39.4,302,6.66,441,,,,
1607,2015-06-21T04:55:50+0100,39.4,298,6.68,441,,,,
1608,2015-06-21T05:10:50+0100,39.4,298,6.68,441,,,,
1609,2015-06-21T05:25:50+0100,39.4,308,6.62,441,,,,
1610,2015-06-21T05:40:50+0100,39.4,301,6.66,441,,,,
1611,2015-06-21T05:55:50+0100,39.4,299,6.68,441,,,,
1612,2015-06-21T06:10:50+0100,39.4,302,6.66,441,,,,
1613,2015-06-21T06:25:50+0100,39.4,314,6.59,441,,,,
1614,2015-06-21T06:40:50+0100,39.4,329,6.5,441,,,,
1615,2015-06-21T06:55:50+0100,39.4,326,6.51,441,,,,
1616,2015-06-21T07:10:50+0100,39.4,315,6.58,441,,,,
1617,2015-06-21T07:25:50+0100,39.4,324,6.53,441,,,,
1618,2015-06-21T07:40:50+0100,39.4,315,6.58,441,,,,
1619,2015-06-21T07:55:50+0100,39.1,310,6.61,441,,,,
1620,2015-06-21T08:10:50+0100,39.4,320,6.55,441,,,,
1621,2015-06-21T08:25:50+0100,39.4,327,6.51,441,,,,
1622,2015-06-21T08:40:50+0100,39.1,324,6.53,441,,,,
1623,2015-06-21T08:55:50+0100,39.1,320,6.55,441,,,,
1624,2015-06-21T09:10:50+0100,39.1,330,6.49,441,,,,
1625,2015-06-21T09:25:50+0100,39.1,320,6.55,441,,,,
1626,2015-06-21T09:40:50+0100,39.1,320,6.55,441,,,,
1627,2015-06-21T09:55:50+0100,39.1,325,6.52,441,,,,
1628,2015-06-21T10:10:50+0100,39.1,319,6.56,441,,,,
1629,2015-06-21T10:25:50+0100,39.1,318,6.56,441,,,,
1630,2015-06-21T10:40:50+0100,39.4,310,6.61,441,,,,
1631,2015-06-21T10:55:50+0100,39.1,301,6.66,441,,,,
1632,2015-06-21T11:10:50+0100,39.1,286,6.75,441,,,,
1633,2015-06-21T11:25:50+0100,39.1,325,6.52,441,,,,
1634,2015-06-21T11:40:50+0100,39.1,317,6.57,441,,,,
1635,2015-06-21T11:55:50+0100,39.1,323,6.53,441,,,,
1636,2015-06-21T12:10:50+0100,36.8,318,6.56,441,,,,
1637,2015-06-21T12:25:50+0100,37.5,330,6.49,441,,,,
1638,2015-06-21T12:40:50+0100,38.1,336,6.45,441,,,,
1639,2015-06-21T12:55:50+0100,38.6,340,6.43,441,,,,
1640,2015-06-21T13:10:50+0100,38.6,322,6.54,441,,,,
1641,2015-06-21T13:25:50+0100,38.8,316,6.57,441,,,,
1642,2015-06-21T13:40:50+0100,38.8,320,6.55,441,,,,
1643,2015-06-21T13:55:50+0100,38.8,321,6.54,441,,,,
1644,2015-06-21T14:10:50+0100,38.8,327,6.51,441,,,,
1645,2015-06-21T14:25:50+0100,38.8,321,6.54,441,,,,
1646,2015-06-21T14:40:50+0100,38.8,331,6.48,441,,,,
1647,2015-06-21T14:55:50+0100,38.8,323,6.53,441,,,,
1648,2015-06-21T15:10:50+0100,36.1,340,6.43,441,,,,
1649,2015-06-21T15:25:50+0100,37.5,326,6.51,441,,,,
1650,2015-06-21T15:40:50+0100,38.1,331,6.48,441,,,,
1651,2015-06-21T15:55:50+0100,38.3,346,6.39,441,,,,
1652,2015-06-21T16:10:50+0100,38.6,344,6.41,441,,,,
1653,2015-06-21T16:25:50+0100,38.6,335,6.46,441,,,,
1654,2015-06-21T16:40:50+0100,38.8,335,6.46,441,,,,
1655,2015-06-21T16:55:50+0100,38.8,322,6.54,441,,,,
1656,2015-06-21T17:10:50+0100,38.3,332,6.48,441,,,,
1657,2015-06-21T17:25:50+0100,37.5,338,6.44,441,,,,
1658,2015-06-21T17:40:50+0100,38.3,319,6.56,441,,,,
1659,2015-06-21T17:55:50+0100,38.6,334,6.47,441,,,,
1660,2015-06-21T18:10:50+0100,38.8,328,6.5,441,,,,
1661,2015-06-21T18:25:50+0100,38.8,340,6.43,441,,,,
1662,2015-06-21T18:40:50+0100,38.8,357,6.33,441,,,,
1663,2015-06-21T18:55:50+0100,38.8,358,6.32,441,,,,
1664,2015-06-21T19:10:50+0100,39.1,351,6.36,441,,,,
1665,2015-06-21T19:25:50+0100,39.1,357,6.33,441,,,,
1666,2015-06-21T19:40:50+0100,39.4,355,6.34,441,,,,
1667,2015-06-21T19:55:50+0100,39.4,341,6.42,441,,,,
1668,2015-06-21T20:10:50+0100,39.4,332,6.48,441,,,,
1669,2015-06-21T20:25:50+0100,39.4,329,6.5,441,,,,
1670,2015-06-21T20:40:50+0100,39.4,337,6.45,441,,,,
1671,2015-06-21T20:55:50+0100,39.4,346,6.39,441,,,,
1672,2015-06-21T21:10:50+0100,39.4,347,6.39,441,,,,
1673,2015-06-21T21:25:50+0100,39.7,346,6.39,441,,,,
1674,2015-06-21T21:40:50+0100,39.7,350,6.37,441,,,,
1675,2015-06-21T21:55:50+0100,39.7,345,6.4,441,,,,
1676,2015-06-21T22:10:50+0100,39.7,353,6.35,441,,,,
1677,2015-06-21T22:25:50+0100,39.4,341,6.42,441,,,,
1678,2015-06-21T22:40:50+0100,38.3,334,6.47,441,,,,
1679,2015-06-21T22:55:50+0100,37.5,345,6.4,441,,,,
1680,2015-06-21T23:10:50+0100,38.6,353,6.35,441,,,,
1681,2015-06-21T23:25:50+0100,39.1,363,6.29,441,,,,
1682,2015-06-21T23:40:50+0100,39.4,355,6.34,441,,,,
1683,2015-06-21T23:55:50+0100,39.1,339,6.44,441,,,,
1684,2015-06-22T00:10:50+0100,39.1,328,6.5,441,,,,
1685,2015-06-22T00:25:50+0100,39.4,342,6.42,441,,,,
1686,2015-06-22T00:40:50+0100,39.4,352,6.36,441,,,,
1687,2015-06-22T00:55:50+0100,39.4,325,6.52,441,,,,
1688,2015-06-22T01:10:50+0100,39.4,313,6.59,441,,,,
1689,2015-06-22T01:25:50+0100,39.4,309,6.62,441,,,,
1690,2015-06-22T01:40:50+0100,39.4,334,6.47,441,,,,
1691,2015-06-22T01:55:50+0100,39.4,346,6.39,441,,,,
1692,2015-06-22T02:10:50+0100,39.4,345,6.4,441,,,,
1693,2015-06-22T02:25:50+0100,39.4,353,6.35,441,,,,
1694,2015-06-22T02:40:50+0100,39.4,347,6.39,441,,,,
1695,2015-06-22T02:55:50+0100,39.1,344,6.41,441,,,,
1696,2015-06-22T03:10:50+0100,39.1,341,6.42,441,,,,
1697,2015-06-22T03:25:50+0100,39.1,345,6.4,441,,,,
1698,2015-06-22T03:40:50+0100,39.4,346,6.39,441,,,,
1699,2015-06-22T03:55:50+0100,39.4,353,6.35,441,,,,
1700,2015-06-22T04:10:50+0100,39.4,360,6.31,441,,,,
1701,2015-06-22T04:25:50+0100,39.4,352,6.36,441,,,,
1702,2015-06-22T04:40:50+0100,39.4,348,6.38,441,,,,
1703,2015-06-22T04:55:50+0100,39.4,347,6.39,441,,,,
1704,2015-06-22T05:10:50+0100,39.4,349,6.38,441,,,,
1705,2015-06-22T05:25:50+0100,39.4,354,6.35,441,,,,
1706,2015-06-22T05:40:50+0100,39.4,342,6.42,441,,,,
1707,2015-06-22T05:55:50+0100,39.4,338,6.44,441,,,,
1708,2015-06-22T06:10:50+0100,39.4,333,6.47,441,,,,
1709,2015-06-22T06:25:50+0100,39.4,326,6.51,441,,,,
1710,2015-06-22T06:40:50+0100,39.4,328,6.5,441,,,,
1711,2015-06-22T06:55:50+0100,39.4,326,6.51,441,,,,
1712,2015-06-22T07:10:50+0100,39.4,307,6.63,441,,,,
1713,2015-06-22T07:25:50+0100,39.4,301,6.66,441,,,,
1714,2015-06-22T07:40:50+0100,39.4,313,6.59,441,,,,
1715,2015-06-22T07:55:50+0100,39.4,338,6.44,441,,,,
1716,2015-06-22T08:10:50+0100,39.4,339,6.44,441,,,,
1717,2015-06-22T08:25:50+0100,39.1,334,6.47,441,,,,
1718,2015-06-22T08:40:50+0100,39.1,325,6.52,441,,,,
1719,2015-06-22T08:55:50+0100,39.1,326,6.51,441,,,,
1720,2015-06-22T09:10:50+0100,39.1,332,6.48,441,,,,
1721,2015-06-22T09:25:50+0100,39.1,319,6.56,441,,,,
1722,2015-06-22T09:40:50+0100,39.1,309,6.62,441,,,,
1723,2015-06-22T09:55:50+0100,39.1,316,6.57,441,,,,
1724,2015-06-22T10:10:50+0100,39.1,326,6.51,441,,,,
1725,2015-06-22T10:25:50+0100,39.1,330,6.49,441,,,,
1726,2015-06-22T10:40:50+0100,36.3,337,6.45,441,,,,
1727,2015-06-22T10:55:50+0100,37.8,336,6.45,441,,,,
1728,2015-06-22T11:10:50+0100,38.3,327,6.51,441,,,,
1729,2015-06-22T11:25:50+0100,38.8,335,6.46,441,,,,
1730,2015-06-22T11:40:50+0100,38.6,328,6.5,441,,,,
1731,2015-06-22T11:55:50+0100,38.8,334,6.47,441,,,,
1732,2015-06-22T12:10:50+0100,38.8,329,6.5,441,,,,
1733,2015-06-22T12:25:50+0100,38.8,330,6.49,441,,,,
1734,2015-06-22T12:40:50+0100,38.8,331,6.48,441,,,,
1735,2015-06-22T12:55:50+0100,38.8,313,6.59,441,,,,
1736,2015-06-22T13:10:50+0100,38.8,325,6.52,441,,,,
1737,2015-06-22T13:25:50+0100,39.1,323,6.53,441,,,,
1738,2015-06-22T13:40:50+0100,39.1,324,6.53,441,,,,
1739,2015-06-22T13:55:50+0100,39.1,322,6.54,441,,,,
1740,2015-06-22T14:10:50+0100,39.1,312,6.6,441,,,,
1741,2015-06-22T14:25:50+0100,39.1,314,6.59,441,,,,
1742,2015-06-22T14:40:50+0100,39.1,321,6.54,441,,,,
1743,2015-06-22T14:55:50+0100,35.4,320,6.55,441,,,,
1744,2015-06-22T15:10:50+0100,37.3,323,6.53,441,,,,
1745,2015-06-22T15:25:50+0100,38.1,318,6.56,441,,,,
1746,2015-06-22T15:40:50+0100,38.3,320,6.55,441,,,,
1747,2015-06-22T15:55:50+0100,38.3,330,6.49,441,,,,
1748,2015-06-22T16:10:50+0100,38.6,324,6.53,441,,,,
1749,2015-06-22T16:25:50+0100,38.6,325,6.52,441,,,,
1750,2015-06-22T16:40:50+0100,38.8,327,6.51,441,,,,
1751,2015-06-22T16:55:50+0100,38.8,333,6.47,441,,,,
1752,2015-06-22T17:10:50+0100,36.5,332,6.48,441,,,,
1753,2015-06-22T17:25:50+0100,38.1,331,6.48,441,,,,
1754,2015-06-22T17:40:50+0100,38.3,343,6.41,441,,,,
1755,2015-06-22T17:55:50+0100,38.6,338,6.44,441,,,,
1756,2015-06-22T18:10:50+0100,38.8,338,6.44,441,,,,
1757,2015-06-22T18:25:50+0100,38.8,329,6.5,441,,,,
1758,2015-06-22T18:40:50+0100,39.1,323,6.53,441,,,,
1759,2015-06-22T18:55:50+0100,39.1,319,6.56,441,,,,
1760,2015-06-22T19:10:50+0100,39.1,331,6.48,441,,,,
1761,2015-06-22T19:25:50+0100,38.8,346,6.39,441,,,,
1762,2015-06-22T19:40:50+0100,39.1,348,6.38,441,,,,
1763,2015-06-22T19:55:50+0100,39.1,342,6.42,441,,,,
1764,2015-06-22T20:10:50+0100,39.4,341,6.42,441,,,,
1765,2015-06-22T20:25:50+0100,39.4,344,6.41,441,,,,
1766,2015-06-22T20:40:50+0100,39.4,340,6.43,441,,,,
1767,2015-06-22T20:55:50+0100,39.4,327,6.51,441,,,,
1768,2015-06-22T21:10:50+0100,39.4,336,6.45,441,,,,
1769,2015-06-22T21:25:50+0100,39.4,332,6.48,441,,,,
1770,2015-06-22T21:40:50+0100,38.1,341,6.42,441,,,,
1771,2015-06-22T21:55:50+0100,37.5,340,6.43,441,,,,
1772,2015-06-22T22:10:50+0100,38.6,327,6.51,441,,,,
1773,2015-06-22T22:25:50+0100,38.8,331,6.48,441,,,,
1774,2015-06-22T22:40:50+0100,38.8,348,6.38,441,,,,
1775,2015-06-22T22:55:50+0100,39.1,349,6.38,441,,,,
1776,2015-06-22T23:10:50+0100,39.4,350,6.37,441,,,,
1777,2015-06-22T23:25:50+0100,39.4,344,6.41,441,,,,
1778,2015-06-22T23:40:50+0100,39.4,344,6.41,441,,,,
1779,2015-06-22T23:55:50+0100,39.4,347,6.39,441,,,,
1780,2015-06-23T00:10:50+0100,39.4,348,6.38,441,,,,
1781,2015-06-23T00:25:50+0100,39.4,345,6.4,441,,,,
1782,2015-06-23T00:40:50+0100,39.4,345,6.4,441,,,,
1783,2015-06-23T00:55:50+0100,39.4,331,6.48,441,,,,
1784,2015-06-23T01:10:50+0100,39.4,322,6.54,441,,,,
1785,2015-06-23T01:25:50+0100,39.4,320,6.55,441,,,,
1786,2015-06-23T01:40:50+0100,39.4,322,6.54,441,,,,
1787,2015-06-23T01:55:50+0100,39.4,323,6.53,441,,,,
1788,2015-06-23T02:10:50+0100,39.4,324,6.53,441,,,,
1789,2015-06-23T02:25:50+0100,39.4,339,6.44,441,,,,
1790,2015-06-23T02:40:50+0100,39.4,355,6.34,441,,,,
1791,2015-06-23T02:55:50+0100,39.4,361,6.3,441,,,,
1792,2015-06-23T03:10:50+0100,39.4,356,6.33,441,,,,
1793,2015-06-23T03:25:50+0100,39.4,351,6.36,441,,,,
1794,2015-06-23T03:40:50+0100,39.4,344,6.41,441,,,,
1795,2015-06-23T03:55:50+0100,39.4,348,6.38,441,,,,
1796,2015-06-23T04:10:50+0100,39.4,343,6.41,441,,,,
1797,2015-06-23T04:25:50+0100,39.4,350,6.37,441,,,,
1798,2015-06-23T04:40:50+0100,39.4,357,6.33,441,,,,
1799,2015-06-23T04:55:50+0100,39.1,343,6.41,441,,,,
1800,2015-06-23T05:10:50+0100,39.1,335,6.46,441,,,,
1801,2015-06-23T05:25:50+0100,39.1,329,6.5,441,,,,
1802,2015-06-23T05:40:50+0100,39.1,322,6.54,441,,,,
1803,2015-06-23T05:55:50+0100,39.4,331,6.48,441,,,,
1804,2015-06-23T06:10:50+0100,39.1,323,6.53,441,,,,
1805,2015-06-23T06:25:50+0100,39.1,326,6.51,441,,,,
1806,2015-06-23T06:40:50+0100,39.1,317,6.57,441,,,,
1807,2015-06-23T06:55:50+0100,39.1,324,6.53,441,,,,
1808,2015-06-23T07:10:50+0100,39.1,323,6.53,441,,,,
1809,2015-06-23T07:25:50+0100,39.1,331,6.48,441,,,,
1810,2015-06-23T07:40:50+0100,39.1,338,6.44,441,,,,
1811,2015-06-23T07:55:50+0100,39.1,339,6.44,441,,,,
1812,2015-06-23T08:10:50+0100,39.1,340,6.43,441,,,,
1813,2015-06-23T08:25:50+0100,39.1,341,6.42,441,,,,
1814,2015-06-23T08:40:50+0100,39.1,341,6.42,441,,,,
1815,2015-06-23T08:55:50+0100,39.1,341,6.42,441,,,,
1816,2015-06-23T09:10:50+0100,39.1,335,6.46,441,,,,
1817,2015-06-23T09:25:50+0100,39.1,329,6.5,441,,,,
1818,2015-06-23T09:40:50+0100,39.1,327,6.51,441,,,,
1819,2015-06-23T09:55:50+0100,39.1,332,6.48,441,,,,
1820,2015-06-23T10:10:50+0100,39.1,334,6.47,441,,,,
1821,2015-06-23T10:25:50+0100,39.1,330,6.49,441,,,,
1822,2015-06-23T10:40:50+0100,39.1,332,6.48,441,,,,
1823,2015-06-23T10:55:50+0100,39.1,332,6.48,441,,,,
1824,2015-06-23T11:10:50+0100,39.4,326,6.51,441,,,,
1825,2015-06-23T11:25:50+0100,39.1,321,6.54,441,,,,
1826,2015-06-23T11:40:50+0100,39.1,325,6.52,441,,,,
1827,2015-06-23T11:55:50+0100,39.4,320,6.55,441,,,,
1828,2015-06-23T12:10:50+0100,39.1,315,6.58,441,,,,
1829,2015-06-23T12:25:50+0100,39.4,320,6.55,441,,,,
1830,2015-06-23T12:40:50+0100,39.4,326,6.51,441,,,,
1831,2015-06-23T12:55:50+0100,39.4,324,6.53,441,,,,
1832,2015-06-23T13:10:50+0100,38.6,321,6.54,441,,,,
1833,2015-06-23T13:25:50+0100,39.1,324,6.53,441,,,,
1834,2015-06-23T13:40:50+0100,39.4,323,6.53,441,,,,
1835,2015-06-23T13:55:50+0100,33.8,315,6.58,441,,,,
1836,2015-06-23T14:10:50+0100,36.5,342,6.42,441,,,,
1837,2015-06-23T14:25:50+0100,37.8,347,6.39,441,,,,
1838,2015-06-23T14:40:50+0100,38.1,337,6.45,441,,,,
1839,2015-06-23T14:55:50+0100,38.3,329,6.5,441,,,,
1840,2015-06-23T15:10:50+0100,38.6,336,6.45,441,,,,
1841,2015-06-23T15:25:50+0100,38.6,317,6.57,441,,,,
1842,2015-06-23T15:40:50+0100,38.6,320,6.55,441,,,,
1843,2015-06-23T15:55:50+0100,38.6,335,6.46,441,,,,
1844,2015-06-23T16:10:50+0100,38.6,348,6.38,441,,,,
1845,2015-06-23T16:25:50+0100,38.6,371,6.24,441,,,,
1846,2015-06-23T16:40:50+0100,38.8,343,6.41,441,,,,
1847,2015-06-23T16:55:50+0100,38.8,331,6.48,441,,,,
1848,2015-06-23T17:10:50+0100,38.8,326,6.51,441,,,,
1849,2015-06-23T17:25:50+0100,39.1,363,6.29,441,,,,
1850,2015-06-23T17:40:50+0100,35.6,407,6.03,441,,,,
1851,2015-06-23T17:55:50+0100,37.3,339,6.44,441,,,,
1852,2015-06-23T18:10:50+0100,38.3,333,6.47,441,,,,
1853,2015-06-23T18:25:50+0100,38.6,331,6.48,441,,,,
1854,2015-06-23T18:40:50+0100,38.6,329,6.5,441,,,,
1855,2015-06-23T18:55:50+0100,38.8,332,6.48,441,,,,
1856,2015-06-23T19:10:50+0100,38.8,327,6.51,441,,,,
1857,2015-06-23T19:25:50+0100,39.1,328,6.5,441,,,,
1858,2015-06-23T19:40:50+0100,39.1,329,6.5,441,,,,
1859,2015-06-23T19:55:50+0100,39.1,315,6.58,441,,,,
1860,2015-06-23T20:10:50+0100,39.1,306,6.63,441,,,,
1861,2015-06-23T20:25:50+0100,39.1,320,6.55,441,,,,
1862,2015-06-23T20:40:50+0100,39.1,328,6.5,441,,,,
1863,2015-06-23T20:55:50+0100,37,337,6.45,441,,,,
1864,2015-06-23T21:10:50+0100,38.1,338,6.44,441,,,,
1865,2015-06-23T21:25:50+0100,38.6,334,6.47,441,,,,
1866,2015-06-23T21:40:50+0100,37.5,333,6.47,441,,,,
1867,2015-06-23T21:55:50+0100,38.3,341,6.42,441,,,,
1868,2015-06-23T22:10:50+0100,38.6,343,6.41,441,,,,
1869,2015-06-23T22:25:50+0100,38.8,337,6.45,441,,,,
1870,2015-06-23T22:40:50+0100,38.8,329,6.5,441,,,,
1871,2015-06-23T22:55:50+0100,38.8,343,6.41,441,,,,
1872,2015-06-23T23:10:50+0100,39.1,342,6.42,441,,,,
1873,2015-06-23T23:25:50+0100,39.1,347,6.39,441,,,,
1874,2015-06-23T23:40:50+0100,39.4,347,6.39,441,,,,
1875,2015-06-23T23:55:50+0100,38.3,344,6.41,441,,,,
1876,2015-06-24T00:10:50+0100,38.8,338,6.44,441,,,,
1877,2015-06-24T00:25:50+0100,39.1,327,6.51,441,,,,
1878,2015-06-24T00:40:50+0100,39.1,319,6.56,441,,,,
1879,2015-06-24T00:55:50+0100,39.4,326,6.51,441,,,,
1880,2015-06-24T01:10:50+0100,39.1,349,6.38,441,,,,
1881,2015-06-24T01:25:50+0100,39.4,355,6.34,441,,,,
1882,2015-06-24T01:40:50+0100,39.1,335,6.46,441,,,,
1883,2015-06-24T01:55:50+0100,39.1,327,6.51,441,,,,
1884,2015-06-24T02:10:50+0100,39.4,326,6.51,441,,,,
1885,2015-06-24T02:25:50+0100,39.4,342,6.42,441,,,,
1886,2015-06-24T02:40:50+0100,39.4,331,6.48,441,,,,
1887,2015-06-24T02:55:50+0100,39.4,332,6.48,441,,,,
1888,2015-06-24T03:10:50+0100,39.4,330,6.49,441,,,,
1889,2015-06-24T03:25:50+0100,39.1,320,6.55,441,,,,
1890,2015-06-24T03:40:50+0100,39.1,314,6.59,441,,,,
1891,2015-06-24T03:55:50+0100,39.4,308,6.62,441,,,,
1892,2015-06-24T04:10:50+0100,39.4,302,6.66,441,,,,
1893,2015-06-24T04:25:50+0100,39.4,305,6.64,441,,,,
1894,2015-06-24T04:40:50+0100,39.4,308,6.62,441,,,,
1895,2015-06-24T04:55:50+0100,39.4,321,6.54,441,,,,
1896,2015-06-24T05:10:50+0100,39.1,312,6.6,441,,,,
1897,2015-06-24T05:25:50+0100,39.1,306,6.63,441,,,,
1898,2015-06-24T05:40:50+0100,39.4,308,6.62,441,,,,
1899,2015-06-24T05:55:50+0100,39.1,325,6.52,441,,,,
1900,2015-06-24T06:10:50+0100,39.1,333,6.47,441,,,,
1901,2015-06-24T06:25:50+0100,39.1,329,6.5,441,,,,
1902,2015-06-24T06:40:50+0100,39.1,340,6.43,441,,,,
1903,2015-06-24T06:55:50+0100,39.1,341,6.42,441,,,,
1904,2015-06-24T07:10:50+0100,39.1,350,6.37,441,,,,
1905,2015-06-24T07:25:50+0100,39.1,341,6.42,441,,,,
1906,2015-06-24T07:40:50+0100,39.1,340,6.43,441,,,,
1907,2015-06-24T07:55:50+0100,39.1,343,6.41,441,,,,
